GENOMIC,GENUS,SPECIES,FIELD_POP ID,GREENHOUSE,VOUCHER SPECIMEN,COLLECTION DATE,PROVENANCE,COUNTRY,STATE_PROVINCE,SPECIFIC LOCALITY,LATITUDE,LONGITUDE,NOTES,MATERIAL,NANODROP CONCENTRATION (ng/uL),NANODROP 260:280 RATIO,PUBLISHED
,Lycium,carolinianum,YUC-19,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6063,-87.9516,, ,,,
1564,Lycium,carolinianum,YUC-21,,Same population as Levin and Miller 12-46,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6048,-87.9468,, ,,,
1566,Lycium,carolinianum,YUC-23,,Same population as Levin and Miller 12-50,,North America,Mexico,Yucatan,In thorn scrub vegetation along road between Rio Lagartos and San Felipe.,21.5712,-88.1683,, ,,,
1721,Lycium,carolinianum,12-49,,Same population as Levin and Miller 12-50,,North America,Mexico,Yucatan,In thorn scrub vegetation along road between Rio Lagartos and San Felipe.,21.5526,-88.2218,, ,,,
3223,Lycium,carolinianum,12-48,,Same population as Levin and Miller 12-50,,North America,Mexico,Yucatan,In thron scrub vegetation along road between Rio Lagartos and San Felipe. ,21.5537,-88.2107,, ,,,
3224,Lycium,carolinianum,12-51,,Same population as Levin and Miller 12-50,,North America,Mexico,Yucatan,In thorn scrub vegetation along road between Rio Lagartos and San Felipe.,21.5712,-88.1683,, ,,,
1567,Lycium,carolinianum,YUC-29,,Same population as Levin and Miller 12-54,,North America,Mexico,Yucatan,Just east of Chicxulub along YUC-27 road towards Telchac Puerto.,21.2993,-89.5607,, ,,,
1722,Lycium,carolinianum,YUC-26,,Same population as Levin and Miller 12-54,,North America,Mexico,Yucatan,Just east of Chicxulub along YUC-27 road towards Telchac Puerto.,21.2994,-89.5608,silica says 12-55 and YUC-26, ,,,
,Lycium,carolinianum,YUC-24,,Same population as Levin and Miller 12-54,,North America,Mexico,Yucatan,Just east of Chicxulub along YUC-27 road towards Telchac Puerto.,21.296,-89.5791,, ,,,
1568,Lycium,carolinianum,YUC-30,,Same population as Levin and Miller 12-57,,North America,Mexico,Yucatan,Between Chicxulub and Telchac Puerto along YUC-27,21.3009,-89.5531,, ,,,
1723,Lycium,carolinianum,YUC-32,,Same population as Levin and Miller 12-57,,North America,Mexico,Yucatan,Between Chicxulub and Telchac Puerto along YUC-27,21.3045,-89.5391,silica says 12-61 and YUC-32, ,,,
3261,Lycium,carolinianum,YUC-31,,Same population as Levin and Miller 12-57,,North America,Mexico,Yucatan,Between Chicxulub and Telchac Puerto along YUC-27,21.3007,-89.5536,, ,,,
,Lycium,carolinianum,YUC-28,,Same population as Levin and Miller 12-57,,North America,Mexico,Yucatan,Between Chicxulub and Telchac Puerto along YUC-27,21.2995,-89.5601,, ,,,
1569,Lycium,carolinianum,YUC-38,,Same population as Levin and Miller 12-62,,North America,Mexico,Yucatan,Approximately 4 km west of Telchac Puerto along YUC-27.,21.3372,-89.3024,, ,,,
1724,Lycium,carolinianum,YUC-35,,Same population as Levin and Miller 12-62,,North America,Mexico,Yucatan,Approximately 4 km west of Telchac Puerto along YUC-27,21.3345,-89.327,silica says 12-64 and YUC-35, ,,,
1725,Lycium,carolinianum,YUC-36,,Same population as Levin and Miller 12-62,,North America,Mexico,Yucatan,Approximately 4 km west of Telchac Puerto along YUC-27.,21.3345,-89.327,silica says 12-65 and YUC-36, ,,,
1726,Lycium,carolinianum,YUC-37,,Same population as Levin and Miller 12-62,,North America,Mexico,Yucatan,Approximately 4 km west of Telchac Puerto along YUC-27.,21.3372,-89.3022,silica says 12-66 and YUC-37, ,,,
3262,Lycium,carolinianum,YUC-34,,Same population as Levin and Miller 12-62,,North America,Mexico,Yucatan,Approximately 4 km west of Telchac Puerto along YUC-27,21.3353,-89.3281,, ,,,
1727,Lycium,carolinianum,YUC-40,,Same population as Levin and Miller 12-70,,North America,Mexico,Yucatan,Just east of San Crisanto along YUC-27.,21.3522,-89.1592,silica says 12-69 and YUC-40, ,,,
3263,Lycium,carolinianum,YUC-39,,Same population as Levin and Miller 12-70,,North America,Mexico,Yucatan,Just east of San Crisanto along YUC-27.,21.3521,-89.1596,, ,,,
1488,Lycium,carolinianum,YUC-43,,Same population as Levin and Miller 12-74,,North America,Mexico,Yucatan,Just west of Dzilam de Bravo along YUC-27.,21.3858,-88.9202,silica says 12-73 and YUC-43, ,,,
1729,Lycium,carolinianum,YUC-42,,Same population as Levin and Miller 12-74,,North America,Mexico,Yucatan,Just west of Dzilam de Bravo along YUC-27.,21.3878,-88.9113,, ,,,
1570,Lycium,carolinianum,YUC-46,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.385,-88.9255,, ,,,
1571,Lycium,carolinianum,YUC-47,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3847,-88.9269,, ,,,
1572,Lycium,carolinianum,YUC-49,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3844,-88.929,, ,,,
1573,Lycium,carolinianum,YUC-50,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3844,-88.929,, ,,,
1574,Lycium,carolinianum,YUC-52,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3842,-88.9324,, ,,,
1575,Lycium,carolinianum,YUC-54,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3837,-88.9365,, ,,,
3225,Lycium,carolinianum,12-85,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo,21.383,-88.9463,, ,,,
3268,Lycium,carolinianum,YUC-53,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3837,-88.9365,, ,,,
,Lycium,carolinianum,YUC-48,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3847,-88.9271,, ,,,
,Lycium,carolinianum,YUC-51,,Same population as Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.3844,-88.929,, ,,,
1474,Lycium,carolinianum,STM-4,,same population as Levin et al. 11-27,,North America,United States,Florida,St. Marks NWR,30.073,-84.179,, ,,,
1503,Lycium,carolinianum,STM-5,,same population as Levin et al. 11-27,,North America,United States,Florida,St. Marks NWR,30.073,-84.178,, ,,,
3266,Lycium,carolinianum,YUC-8,,Same population as Levina and Miller 12-05,,North America,Mexico,Yucatan,By temporary water,20.9289,-90.3685,, ,,,
1242,Lycium,carolinianum,AWR-1,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
1243,Lycium,carolinianum,AWR-3,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
1244,Lycium,carolinianum,AWR-5,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
1245,Lycium,carolinianum,AWR-7,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
1246,Lycium,carolinianum,AWR-9,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
1285,Lycium,carolinianum,AWR-8,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
"1282, 1663",Lycium,carolinianum,AWR-2,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
"1283, 1701",Lycium,carolinianum,AWR-4,,same population as Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
1248,Lycium,carolinianum,LAM-5,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.151,-96.973,, ,,,
1249,Lycium,carolinianum,LAM-7,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.15,-96.973,, ,,,
1250,Lycium,carolinianum,LAM-10,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.149,-96.973,, ,,,
1251,Lycium,carolinianum,LAM-15,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.144,-96.975,, ,,,
1286,Lycium,carolinianum,LAM-3,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.151,-96.973,, ,,,
1287,Lycium,carolinianum,LAM-6,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.15,-96.973,, ,,,
1288,Lycium,carolinianum,LAM-9,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.149,-96.973,, ,,,
1289,Lycium,carolinianum,LAM-11,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.148,-96.972,, ,,,
1290,Lycium,carolinianum,LAM-12,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.148,-96.973,, ,,,
1291,Lycium,carolinianum,LAM-13,,same population as Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.143,-96.976,, ,,,
1253,Lycium,carolinianum,RPT-2,,same population as Miller and Levin 10-138,,North America,United States,Texas,"Texas, Aransas county; Rockport",28.058,-97.034,, ,,,
1254,Lycium,carolinianum,RPT-4,,same population as Miller and Levin 10-138,,North America,United States,Texas,"Texas, Aransas county; Rockport",28.057,-97.034,, ,,,
1255,Lycium,carolinianum,RPT-5,,same population as Miller and Levin 10-138,,North America,United States,Texas,"Texas, Aransas county; Rockport",28.057,-97.034,, ,,,
1256,Lycium,carolinianum,RPT-6,,same population as Miller and Levin 10-138,,North America,United States,Texas,"Texas, Aransas county; Rockport",28.056,-97.034,, ,,,
1292,Lycium,carolinianum,RPT-3,,same population as Miller and Levin 10-138,,North America,United States,Texas,"Texas, Aransas county; Rockport",28.057,-97.034,, ,,,
1258,Lycium,carolinianum,PC-3,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.63,-97.219,, ,,,
1259,Lycium,carolinianum,PC-6,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.632,-97.22,, ,,,
1260,Lycium,carolinianum,PC-9,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.632,-97.221,, ,,,
1261,Lycium,carolinianum,PC-12,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.633,-97.222,, ,,,
1295,Lycium,carolinianum,PC-8,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.632,-97.22,, ,,,
1297,Lycium,carolinianum,PC-11,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.633,-97.221,, ,,,
"1257, 1695",Lycium,carolinianum,PC-1,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.629,-97.218,, ,,,
"1293, 1696",Lycium,carolinianum,PC-4,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.631,-97.219,"Re-extracted, Henry, 1/15/14", ,,,
"1294, 1661",Lycium,carolinianum,PC-7,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.632,-97.22,, ,,,
"1296, 1662",Lycium,carolinianum,PC-10,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.633,-97.221,"Re-extracted, Henry, 1/15/14", ,,,
"1609, 1660",Lycium,carolinianum,PC-5,,same population as Miller and Levin 10-139,,North America,United States,Texas,"Texas, Nueces county; Packery Channel Park",27.631,-97.221,, ,,,
1262,Lycium,carolinianum,WPM-1,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.489,"Re-extracted, Henry, 1/17/14", ,,,
1264,Lycium,carolinianum,WPM-5,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.488,"Re-extracted, Henry 1/17/14", ,,,
1265,Lycium,carolinianum,WPM-7,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.488,, ,,,
1266,Lycium,carolinianum,WPM-10,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.487,, ,,,
1298,Lycium,carolinianum,WPM-2,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.489,, ,,,
1299,Lycium,carolinianum,WPM-4,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.488,, ,,,
1300,Lycium,carolinianum,WPM-6,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.488,, ,,,
1301,Lycium,carolinianum,WPM-8,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.488,, ,,,
1302,Lycium,carolinianum,WPM-9,,same population as Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.487,, ,,,
1268,Lycium,carolinianum,HBR-5,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.124,-97.313,, ,,,
1269,Lycium,carolinianum,HBR-9,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.116,-97.315,, ,,,
1303,Lycium,carolinianum,HBR-1,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.129,-97.313,"Re-extracted 1303, Henry, 1/15/14", ,,,
1304,Lycium,carolinianum,HBR-7,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.116,-97.315,, ,,,
1305,Lycium,carolinianum,HBR-11,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.116,-97.315,, ,,,
1306,Lycium,carolinianum,HBR-14,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.116,-97.315,, ,,,
"1270, 1666",Lycium,carolinianum,HBR-12,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.117,-97.315,"Re-extracted, Henry, 1/15/14", ,,,
"1271, 1668",Lycium,carolinianum,HBR-17,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.116,-97.315,, ,,,
"1307, 1667",Lycium,carolinianum,HBR-16,,same population as Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.116,-97.315,, ,,,
1274,Lycium,carolinianum,BNW-5,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.057,-95.229,, ,,,
1275,Lycium,carolinianum,BNW-10,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.054,-95.229,, ,,,
1276,Lycium,carolinianum,BNW-15,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.067,-95.246,, ,,,
1308,Lycium,carolinianum,BNW-6,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.056,-95.229,, ,,,
1309,Lycium,carolinianum,BNW-8,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.056,-95.229,, ,,,
1310,Lycium,carolinianum,BNW-9,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.056,-95.229,, ,,,
1311,Lycium,carolinianum,BNW-12,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.053,-95.229,, ,,,
1312,Lycium,carolinianum,BNW-14,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.067,-95.246,, ,,,
1504,Lycium,carolinianum,BNW-2,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.0611,-95.2444,, ,,,
1505,Lycium,carolinianum,BNW-7,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.056,-95.2292,, ,,,
"1272, 1664",Lycium,carolinianum,BNW-1,,same population as Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.061,-95.244,, ,,,
1278,Lycium,carolinianum,BP-4,,same population as Miller and Levin 10-143,,North America,United States,Texas,"Texas, Chambers county; Bolivar peninsula",29.541,-94.413,, ,,,
1279,Lycium,carolinianum,BP-5,,same population as Miller and Levin 10-143,,North America,United States,Texas,"Texas, Chambers county; Bolivar peninsula",29.55,-94.386,, ,,,
1280,Lycium,carolinianum,BP-7,,same population as Miller and Levin 10-143,,North America,United States,Texas,"Texas, Chambers county; Bolivar peninsula",29.551,-94.385,, ,,,
