GENOMIC,GENUS,SPECIES,FIELD_POP ID,GREENHOUSE,VOUCHER SPECIMEN,COLLECTION DATE,PROVENANCE,COUNTRY,STATE_PROVINCE,SPECIFIC LOCALITY,LATITUDE,LONGITUDE,NOTES,MATERIAL,NANODROP CONCENTRATION (ng/uL),NANODROP 260:280 RATIO,PUBLISHED
1364,Lycium,carolinianum,MAK-7,,Levin and Miller 10-161,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Makapuu beach park",21.3148,-157.662,, ,,,
1480,Lycium ,carolinianum,YUC-1,,Levin and Miller 12-01,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Celestun. Just east of Celestun, near road towards Sisal. In low-lying areas by dunes and coast. Growing in open area with mangroves.",20.9144,-90.3811,, ,,,
,Lycium,carolinianum,YUC-3,,Levin and Miller 12-03,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Celestun. Just east of Celestun, near road towards Sisal.",20.9166,-90.3803,, ,,,
3264,Lycium,carolinianum,YUC-4,,Levin and Miller 12-05,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Celestun. Just east of Celestun, near road towards Sisal. Plants common near temporary pond across from area of salt extraction. Grwoing in open area with mangroves.",20.9302,-90.3679,, ,,,
3265,Lycium,carolinianum,YUC-5,,Levin and Miller 12-06,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Celestun. Just east of Celestun, near road towards Sisal. Plants common near temporary pond across from area of salt extraction. Grwoing in open area with mangroves.",20.9298,-90.3678,, ,,,
3247,Lycium,carolinianum,"12-18
",,Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1711,-90.0092,, ,,,
1482,Lycium,carolinianum,YUC-11,,Levin and Miller 12-26,,North America,Mexico,Yucatan,"Approcimately 5 km east of Sisal, along road towards Chuburna.",21.1802,-89.9843,, ,,,
,Lycium,carolinianum,12-27,,Levin and Miller 12-27,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Just east of Las Coloradas, along road towards Cuyo.",21.6072,-87.9829,, ,,,
1714,Lycium,carolinianum,12-33,,Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6079,-87.971,, ,,,
,Lycium,carolinianum,YUC-20,,Levin and Miller 12-46,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6062,-87.952,, ,,,
1720,Lycium,carolinianum,YUC 12-48,,Levin and Miller 12-48,,North America,Mexico,Yucatan,,21.5537,-88.2107,, ,,,
1484,Lycium,carolinianum,YUC-25,,Levin and Miller 12-54,,North America,Mexico,Yucatan,Just east of Chicxulub along YUC-27 road towards Telchac Puerto.,21.2962,-89.5782,, ,,,
1485,Lycium,carolinianum,YUC-27,,Levin and Miller 12-57,,North America,Mexico,Yucatan,Between Chicxulub and Telchac Puerto along YUC-27,21.2995,-89.5601,, ,,,
1486,Lycium,carolinianum,YUC-33,,Levin and Miller 12-62,,North America,Mexico,Yucatan,Approximately 4 km west of Telchac Puerto along YUC-27,21.3353,-89.3278,, ,,,
1487,Lycium,carolinianum,"12-70
",,Levin and Miller 12-70,,North America,Mexico,Yucatan,Just east of San Crisanto along YUC-27.,21.3522,-89.1596,, ,,,
1489,Lycium,carolinianum,YUC-44,,Levin and Miller 12-74,,North America,Mexico,Yucatan,,21.3858,-88.9202,, ,,,
1491,Lycium,carolinianum,YUC-45,,Levin and Miller 12-75,,North America,Mexico,Yucatan,A few km west of Dzilam de Bravo along YUC-27.,21.385,-88.9257,, ,,,
1476,Lycium,carolinianum,STM-18,,Levin et al. 11-27,,North America,United States,Florida,St. Marks NWR,30.072,-84.176,, ,,,
2583,Lycium,carolinianum,QB1,,QB1,,North America,United States,Louisiana,Louisiana,29.3055,-89.9581,"(Location A) North side of the island, sandy substrate. Common plants in area: Avicennia germinans, Borrichia frutescens, Spartina spp., Portulaca oleracea, Alternanthera philoxeroides (educated guess). Lots of bird activity, nesting site for: Pelecanus occidentalis, Pelecanus erythrorhynchos, Haematopus spp., Aythya spp., \puddle ducks\"". Substrate mostly sand and shells with a man-placed rock perimeter. Much fishing in the area. Island largely free of debris", ,,,
2603,Lycium,carolinianum,QB10,,QB10,,North America,United States,Louisiana,Louisiana,29.31,-89.96,, ,,,
2599,Lycium,carolinianum,QB2,,QB2,,North America,United States,Louisiana,Louisiana,29.31,-89.96,, ,,,
2600,Lycium,carolinianum,QB5,,QB5,,North America,United States,Louisiana,Louisiana,29.31,-89.96,, ,,,
2601,Lycium,carolinianum,QB6,,QB6,,North America,United States,Louisiana,Louisiana,29.31,-89.96,, ,,,
2602,Lycium,carolinianum,QB9,,QB9,,North America,United States,Louisiana,Louisiana,29.31,-89.96,, ,,,
755,Lycium,carolinianum,,,"A. Rodriguez et al. 5075, IBUG",,North America,,,km 2 carretera Cofradia-Atoyac,,,,silica,,,
"834, 1684",Lycium,carolinianum,FL08-01,,Miller and Levin 08-01,,North America,United States,"Sanibel Island, FL","Florida; Gulf, Sanibel Island",26.45,-82.113,, ,,,
1226,Lycium,carolinianum,FL08-02,,Miller and Levin 08-02,,North America,United States,Florida,"Sanibel Island, FL",26.45,-82.113,"mangrove forest, palms",,,,
"1227, 1581",Lycium,carolinianum,FL08-03,,Miller and Levin 08-03,,North America,United States,Florida,"Sanibel Island, FL",26.45,-82.113,"mangrove forest, palms
1581 and 1599 are empty. They were combined with 1227.",,,,
"835, 1685",Lycium,carolinianum,FL08-04,,Miller and Levin 08-04,,North America,United States,"Sanibel Island, FL","FL08-04	carolinianum	Florida	Florida; Gulf, Sanibel Island",26.463,-82.161,, ,,,
"836, 1598",Lycium,carolinianum,FL08-05,,Miller and Levin 08-05,,North America,United States,Florida,"Captiva Island, opposite 'Twee Waters Inn",26.513,-82.191,"strand vegetation right before beach
1582 and 1605 are empty. They were combined with 836 and 1598.",,,,
1284,Lycium,carolinianum,AWR-6,,Miller and Levin 10-136,,North America,United States,Texas,"Texas, Aransas county; Aransas NWR (along boardwalk)",28.251,-96.79,, ,,,
1247,Lycium,carolinianum,LAM-2,,Miller and Levin 10-137,,North America,United States,Texas,"Texas, Aransas county; Lamar beach",28.151,-96.973,, ,,,
1252,Lycium,carolinianum,RPT-1,,Miller and Levin 10-138,,North America,United States,Texas,"Texas, Aransas county; Rockport",28.059,-97.034,, ,,,
1263,Lycium,carolinianum,WPM-3,,Miller and Levin 10-140,,North America,United States,Texas,"Texas, Willacy county; west of Port Mansfield",26.504,-97.489,, ,,,
1267,Lycium,carolinianum,HBR-3,,Miller and Levin 10-141,,North America,United States,Texas,"Texas, Cameron county; Holly beach road",26.126,-97.313,, ,,,
"1273, 1665",Lycium,carolinianum,BNW-3,,Miller and Levin 10-142,,North America,United States,Texas,"Texas, Brazoria county; Brazoria NWR",29.061,-95.242,, ,,,
1532,Lycium,carolinianum,BZ-H,,Miller and Levin 10-142 (TEX),,North America,United States,"Texas, Brazoria county","Texas, Brazoria county; Brazoria NWR",29.061,-95.261,wpt 654, ,,,
1277,Lycium,carolinianum,BP-1,,Miller and Levin 10-143,,North America,United States,Texas,"Texas, Chambers county; Bolivar peninsula",29.515,-94.48,, ,,,
411,Lycium,carolinianum,,,Lorence 9367 US,,Pacific Islands,United States,"Hawaii, Kauai","cultivated on grounds of NTBG, probably NTBG #910135 from Mahaulepu, Kauai",21.89,-159.41,,silica,,,
1386,Lycium,carolinianum,HP-1,,"No voucher, use photograph at point",,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Halealaka NP, Kuloa point",20.663,-156.041,, ,,,
1387,Lycium,carolinianum,HP-2,,"No voucher, use photograph at point",,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Halealaka NP, Kuloa point",20.663,-156.041,, ,,,
1388,Lycium,carolinianum,HP-3,,"No voucher, use photograph at point",,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Halealaka NP, Kuloa point",20.663,-156.041,, ,,,
3472,Lycium,carolinianum,NP11.7_A1,,NP11.7_A1 (greenhouse); use Levin & Miller 11-29,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Nakalele Point; Greenhouse, Amherst College",,,"A selfed offspring from the NP11-7 parent was used for the Illumina and PacBio whole genome sequencing.  Offspring was called NP11.7-A1 (genomic 3472).

Offspring alive in 2023 or use Levin & Miller 11-29 as voucher.", ,,,
2025,Lycium,carolinianum,NP11-7,,same as Levin and Miller 11-29,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui; Nakalele point",21.029,-156.59,A selfed offspring from this parent was used for the Illumina and PacBio whole genome sequencing.  Offspring was called NP11.7-A1 (genomic 3472)., ,,,
2022,Lycium,carolinianum,HW-A,,same as Levin and Miller 11-30,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Hawea Point",21.004,-156.665,, ,,,
2023,Lycium,carolinianum,HW-D,,same as Levin and Miller 11-30,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Hawea Point",21.004,-156.665,, ,,,
2024,Lycium,carolinianum,HW-H,,same as Levin and Miller 11-31,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Hawea Point",21.004,-156.665,, ,,,
1490,Lycium,carolinianum,YUC-7,,same as Levin and Miller 12-08-Male,,North America,Mexico,Yucatan,,20.9292,-90.3684,, ,,,
1318,Lycium,carolinianum,KW-1,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8944,-159.599,, ,,,
1320,Lycium,carolinianum,KW-10,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8952,-159.598,, ,,,
1321,Lycium,carolinianum,KW-15,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8951,-159.598,, ,,,
1322,Lycium,carolinianum,KW-20,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8961,-159.597,, ,,,
1588,Lycium,carolinianum,KW-11,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.896,-159.598,, ,,,
1596,Lycium,carolinianum,KW-5,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8946,-159.599,, ,,,
1694,Lycium,carolinianum,KW-8,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen Airport",21.8949,-159.599,, ,,,
2018,Lycium,carolinianum,KW-2,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8944,-159.599,, ,,,
2019,Lycium,carolinianum,KW-3,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8946,-159.599,, ,,,
2020,Lycium,carolinianum,KW-9,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8951,-159.598,, ,,,
2021,Lycium,carolinianum,KW-14,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8947,-159.599,, ,,,
"1604, 1670",Lycium,carolinianum,KW-16,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8951,-159.598,, ,,,
"1700, 1706",Lycium,carolinianum,KW-18,,same population as Levin and Miller 10-144 and 10-145,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Hanapepe; near Port Allen airport",21.8968,-159.598,, ,,,
1323,Lycium,carolinianum,MB-1,,same population as Levin and Miller 10-146 and 10-147,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Mahaulepu beach",21.8929,-159.408,, ,,,
1324,Lycium,carolinianum,MB-5,,same population as Levin and Miller 10-146 and 10-147,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Mahaulepu beach",21.893,-159.408,, ,,,
1325,Lycium,carolinianum,MB-10,,same population as Levin and Miller 10-146 and 10-147,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Mahaulepu beach",21.893,-159.498,, ,,,
1326,Lycium,carolinianum,MB-15,,same population as Levin and Miller 10-146 and 10-147,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Mahaulepu beach",21.893,-159.407,, ,,,
1327,Lycium,carolinianum,MB-21,,same population as Levin and Miller 10-146 and 10-147,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Mahaulepu beach",21.8929,-159.407,, ,,,
1370,Lycium,carolinianum,AG-1,,same population as Levin and Miller 10-148,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Allerton Garden; Plants on cliffs",21.8832,-159.504,, ,,,
1371,Lycium,carolinianum,AG-3,,same population as Levin and Miller 10-148,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Allerton Garden; Plants on cliffs",21.8832,-159.504,, ,,,
1372,Lycium,carolinianum,AG-4,,same population as Levin and Miller 10-148,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Allerton Garden; Plants on cliffs",21.8832,-159.504,, ,,,
1373,Lycium,carolinianum,AG-5,,same population as Levin and Miller 10-148,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Allerton Garden; Plants on cliffs",21.8832,-159.504,, ,,,
1374,Lycium,carolinianum,AG-6,,same population as Levin and Miller 10-148,,Pacific Islands,United States,"Hawaii, Kauai","Hawaii, Kauai, Allerton Garden; Plants on cliffs",21.8832,-159.504,, ,,,
1329,Lycium,carolinianum,HB-4,,same population as Levin and Miller 10-151 and 10-152,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Hookipa beach park",20.9362,-156.354,, ,,,
1330,Lycium,carolinianum,HB-8,,same population as Levin and Miller 10-151 and 10-152,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Hookipa beach park",20.9362,-156.354,, ,,,
1331,Lycium,carolinianum,HB-12,,same population as Levin and Miller 10-151 and 10-152,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Hookipa beach park",20.9364,-156.354,, ,,,
1334,Lycium,carolinianum,KP-4,,same population as Levin and Miller 10-154,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Kanaha pond; wetland",20.8926,-156.455,, ,,,
1335,Lycium,carolinianum,KP-6,,same population as Levin and Miller 10-154,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Kanaha pond; wetland",20.893,-156.455,, ,,,
1336,Lycium,carolinianum,KP-8,,same population as Levin and Miller 10-154,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Kanaha pond; wetland",20.8933,-156.452,, ,,,
1337,Lycium,carolinianum,KP-12,,same population as Levin and Miller 10-154,,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui, Kanaha pond; wetland",20.8926,-156.451,, ,,,
1341,Lycium,carolinianum,NP-6,,"same population as Levin and Miller 10-155, 10-156, and 10-157",,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui; Nakalele point",21.029,-156.591,, ,,,
1342,Lycium,carolinianum,NP-10,,"same population as Levin and Miller 10-155, 10-156, and 10-157",,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui; Nakalele point",21.0285,-156.59,, ,,,
1658,Lycium,carolinianum,NP-4,,"same population as Levin and Miller 10-155, 10-156, and 10-157",,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui; Nakalele point",21.029,-156.592,, ,,,
"1344, 1659",Lycium ,carolinianum,NP-20,,"same population as Levin and Miller 10-155, 10-156, and 10-157",,Pacific Islands,United States,"Hawaii, Maui","Hawaii, Maui; Nakalele point",21.028,-156.591,, ,,,
1345,Lycium,carolinianum,PB-1,,same population as Levin and Miller 10-158,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Laie beach park (Pounder's beach)",21.629,-157.92,, ,,,
1346,Lycium,carolinianum,PB-3,,same population as Levin and Miller 10-158,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Laie beach park (Pounder's beach)",21.629,-157.921,, ,,,
1347,Lycium,carolinianum,PB,,same population as Levin and Miller 10-158,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Laie beach park (Pounder's beach)",21.6298,-157.921,, ,,,
1348,Lycium,carolinianum,PB-10,,same population as Levin and Miller 10-158,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Laie beach park (Pounder's beach)",21.6299,-157.921,, ,,,
1351,Lycium,carolinianum,TB-4,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; Plants at point",21.7109,-157.984,, ,,,
1352,Lycium,carolinianum,TB-10,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; Plants at point",21.7109,-157.984,, ,,,
1353,Lycium,carolinianum,TB-13,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; Plants at point",21.7117,-157.984,, ,,,
1354,Lycium,carolinianum,TB-15,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; Plants at point",21.7118,-157.984,, ,,,
1390,Lycium,carolinianum,TB-1,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; Plants at point",21.71,-157.984,, ,,,
1391,Lycium,carolinianum,TB-3,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; Plants at point",21.7108,-157.984,, ,,,
1585,Lycium,carolinianum,TB-6,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; plants at point",21.711,-157.984,, ,,,
1595,Lycium,carolinianum,TB-14,,same population as Levin and Miller 10-159,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Turtle bay to Kahuku point; Plants at point",21.7118,-157.984,, ,,,
1602,Lycium,carolinianum,TB-12,,same population as Levin and Miller 10-159,,North America,United States,"Oahu, Hawaii",Turtle bay to Kahuku point; Plants at point,21.7117,-157.984,, ,,,
1355,Lycium,carolinianum,KAE-1,,same population as Levin and Miller 10-160,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Kaena point",21.559,-158.255,, ,,,
1356,Lycium,carolinianum,KAE-4,,same population as Levin and Miller 10-160,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Kaena point",21.5676,-158.267,, ,,,
1357,Lycium,carolinianum,KAE-6,,same population as Levin and Miller 10-160,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Kaena point",21.5708,-158.272,, ,,,
1358,Lycium,carolinianum,KAE-8,,same population as Levin and miller 10-160,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Kaena point",21.5726,-158.275,, ,,,
1359,Lycium,carolinianum,KAE-10,,same population as Levin and Miller 10-160,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Kaena point",21.5716,-158.273,, ,,,
1360,Lycium,carolinianum,MAK-1,,same population as Levin and Miller 10-161,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Makapuu beach park",21.3144,-157.661,, ,,,
1361,Lycium,carolinianum,MAK-3,,same population as Levin and Miller 10-161,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Makapuu beach park",21.3144,-157.661,, ,,,
1362,Lycium,carolinianum,MAK-4,,same population as Levin and Miller 10-161,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Makapuu beach park",21.3154,-157.661,, ,,,
1363,Lycium,carolinianum,MAK-5,,same population as Levin and Miller 10-161,,Pacific Islands,United States,"Hawaii, Oahu","Hawaii, Oahu, Makapuu beach park",21.3147,-157.661,, ,,,
,Lycium,carolinianum,"YUC-2
",,Same population as Levin and Miller 12-01,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Celestun. Just east of Celestun, near road towards Sisal. In low-lying areas by dunes and coast. Growing in open area with mangroves.",20.9164,-90.3804,, ,,,
3231,Lycium,carolinianum,12-04,,Same population as Levin and miller 12-03,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Celestun. Just east of Celestun, near road towards Sisal.",20.9305,-90.3681,, ,,,
1481,Lycium,carolinianum,YUC-6,,SAme population as Levin and Miller 12-05,,North America,Mexico,Yucatan,By temporary water with salt eaxtraction nearby,20.9295,-90.3681,, ,,,
3232,Lycium,carolinianum,12-12,,Same population as Levin and Miller 12-05,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Celestun. East of Celestún, just off road towards Sisal. ",20.9301,-90.3679,, ,,,
3250,Lycium,carolinianum,YUC-10,,Same population as Levin and Miller 12-05,,North America,Mexico,Yucatan,By temporary water,20.9292,-90.3681,, ,,,
3267,Lycium,carolinianum,YUC-9,,Same population as Levin and Miller 12-05,,North America,Mexico,Yucatan,By temporary water,20.9281,-90.3687,, ,,,
1483,Lycium,carolinianum,12-21,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1716,-90.0073,, ,,,
3234,Lycium,carolinianum,12-14,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1702,-90.0129,, ,,,
3235,Lycium,carolinianum,12-15,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1703,-90.0124,, ,,,
3236,Lycium,carolinianum,12-16,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.17,-90.0134,, ,,,
3246,Lycium,carolinianum,"12-17
",,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1709,-90.0102,, ,,,
3248,Lycium,carolinianum,"12-23
",,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1755,-89.9957,, ,,,
,Lycium,carolinianum,12-13,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1667,-90.0198,, ,,,
,Lycium,carolinianum,12-19,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1716,-90.0081,, ,,,
,Lycium,carolinianum,12-20,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1716,-90.0075,, ,,,
,Lycium,carolinianum,12-22,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1719,-90.0066,, ,,,
,Lycium,carolinianum,12-24,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1774,-89.991,, ,,,
,Lycium,carolinianum,12-25,,Same population as Levin and Miller 12-18,,North America,Mexico,Yucatan,"East of Sisal, along road towards Chuburna.",21.1774,-89.991,, ,,,
3243,Lycium,carolinianum,12-29,,Same population as Levin and Miller 12-27,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Just east of Las Coloradas, along road towards Cuyo.",21.6072,-87.9794,, ,,,
3244,Lycium,carolinianum,12-30,,Same population as Levin and Miller 12-27,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Just east of Las Coloradas, along road towards Cuyo.",21.6072,-87.9788,, ,,,
3245,Lycium,carolinianum,12-31,,Same population as Levin and Miller 12-27,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Just east of Las Coloradas, along road towards Cuyo.",21.608,-87.9708,, ,,,
,Lycium,carolinianum,12-28,,Same population as Levin and Miller 12-27,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Just east of Las Coloradas, along road towards Cuyo.",21.6072,-87.9829,, ,,,
,Lycium,carolinianum,"12-32
",,Same population as Levin and Miller 12-27,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Just east of Las Coloradas, along road towards Cuyo.",21.6082,-87.9705,, ,,,
1715,Lycium,carolinianum,12-40,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6073,-87.9562,, ,,,
1716,Lycium,carolinianum,YUC-16,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6074,-87.9557,silica says 12-21 and YUC-16, ,,,
1717,Lycium,carolinianum,YUC-17,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.607,-87.9545,silica says 12-42 and YUC-17, ,,,
1718,Lycium,carolinianum,12-43,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6065,-87.9526,, ,,,
1719,Lycium,carolinianum,YUC-18,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6064,-87.9522,silica says 12-44 and YUC-18, ,,,
3221,Lycium,carolinianum,12-36,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6086,-87.9639,, ,,,
3222,Lycium,carolinianum,12-37,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6082,-87.9586,, ,,,
3251,Lycium,carolinianum,YUC-12,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6085,-87.9641,, ,,,
3252,Lycium,carolinianum,YUC-13,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6087,-87.9639,, ,,,
3253,Lycium,carolinianum,YUC-14,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6082,-87.9586,, ,,,
3254,Lycium,carolinianum,YUC-15,,Same population as Levin and Miller 12-33,,North America,Mexico,Yucatan,"Reserva de la Biosfera Ria Lagartos. Between 1-4 km east of Las Coloradas, along road towards Cuyo.",21.6081,-87.9583,, ,,,
